Source,ID_Type,ID,Title,Abstract,Authors,Journal,Year,Volume,Issue,Pages,URL,Publication_Type,Study_Type,MeSH_Terms,Keywords,Open_Access,PMC_Link,PDF_Link,Country,Language,Date_Online,Date_Publication,Citations_Scholar,Funding,Conflict_Interest,DOI,Included,Screening_Reason
Google Scholar,DOI,10.3109/02699059409151012,"Family functioning, social support and depression after traumatic brain injury","… These changes impact family functioning and are manifested by increased levels of tension, 
emotional stress, dysphoria, anxiety, and decreased social adjustment within the family, all …","LR Leach, RG Frank, DE Bouman, J Farmer - Brain injury, 1994",Taylor & Francis,1994.0,,,,https://www.tandfonline.com/doi/abs/10.3109/02699059409151012,,,,,,,,,,,,196.0,,,10.3109/02699059409151012,False,
Google Scholar,DOI,10.1097/00001199-200112000-00003,Life satisfaction after traumatic brain injury,"… with life satisfaction among persons with spinal cord injury, whereas the satisfaction of … 
memory capacity, bowel independence, family satisfaction, and perceived responsibility for the …","JD Corrigan, JA Bogner, WJ Mysiw… - The Journal of head …, 2001",journals.lww.com,2001.0,,,,https://journals.lww.com/headtraumarehab/fulltext/2001/12000/Life_Satisfaction_After_Traumatic_Brain_Injury.3.aspx,,,,,,,,,,,,441.0,,,10.1097/00001199-200112000-00003,False,
Google Scholar,DOI,10.1080/09638280010006647,The impact of traumatic brain injury on family members living with patients: A preliminary study in Japan and the UK,"… Traumatic brain injury (TBI) has long-term eŒects for both patient and the family members."",# 
Family members may experience shock and grief in the early stages following a sudden life…","Y Watanabe, Agnes Shiel, D. Lindsay … - Disability and …, 2001",Taylor & Francis,2001.0,,,,https://www.tandfonline.com/doi/abs/10.1080/09638280010006647,,,,,,,,,,,,71.0,,,10.1080/09638280010006647,False,
Google Scholar,DOI,10.1097/00001199-200701000-00002,A qualitative needs assessment of persons who have experienced traumatic brain injury and their primary family caregivers,"… FOR persons who experience traumatic brain injury (TBI), rehabilitation may last from several 
years to a lifetime. Yet healthcare systems have traditionally been designed to respond to …","AJ Rotondi, J Sinkule, K Balzer, J Harris… - The Journal of head …, 2007",journals.lww.com,2007.0,,,,https://journals.lww.com/headtraumarehab/fulltext/2007/01000/Perceived_Needs_Following_Traumatic_Brain_Injury.00002.aspx,,,,,Likely (PDF found),,https://www.researchgate.net/profile/Armando-Rotondi-2/publication/6568024_A_Qualitative_Needs_Assessment_of_Persons_Who_Have_Experienced_Traumatic_Brain_Injury_and_Their_Primary_Family_Caregivers/links/5ca365c0a6fdcc12ee8c6729/A-Qualitative-Needs-Assessment-of-Persons-Who-Have-Experienced-Traumatic-Brain-Injury-and-Their-Primary-Family-Caregivers.pdf,,,,,,,,10.1097/00001199-200701000-00002,False,
Google Scholar,DOI,10.1080/026990597123764,Family needs after traumatic brain injury: a factor analytic study of the Family Needs Questionnaire,"… family members are at increased risk for depression, anxiety, … Caught in a never-ending 
stress cycle, relatives may resort to … post-injury family needs as part of an effort to improve family …","CD Serio, JS Kreutzer, AD Witol - Brain injury, 1997",Taylor & Francis,1997.0,,,,https://www.tandfonline.com/doi/abs/10.1080/026990597123764,,,,,,,,,,,,196.0,,,10.1080/026990597123764,False,
Google Scholar,DOI,10.1076/jcen.24.4.434.1030,Caregiver burden during the year following severe traumatic brain injury,"… caregivers of people with a severe traumatic brain injury (TBI… caregivers reported clinically 
significant symptoms of anxiety … By 1-year postinjury, the prevalence of anxiety and depression …","NV Marsh, DA Kersel, JH Havill… - Journal of clinical and …, 2002",Taylor & Francis,2002.0,,,,https://www.tandfonline.com/doi/abs/10.1076/jcen.24.4.434.1030,,,,,Likely (PDF found),,https://www.researchgate.net/profile/Nigel-Marsh/publication/11201023_Caregiver_Burden_During_the_Year_Following_Severe_Traumatic_Brain_Injury/links/57329ebd08ae9f741b235cc0/Caregiver-Burden-During-the-Year-Following-Severe-Traumatic-Brain-Injury.pdf,,,,,,,,10.1076/jcen.24.4.434.1030,False,
Google Scholar,DOI,10.1177/0269215517709330,A study of burden of care and its correlates among family members supporting relatives and loved ones with traumatic spinal cord injuries,"… burden, resilience and life satisfaction in a sample of caregivers of spinal cord injury … 
traumatic brain injury hampering comprehension during assessments. Inclusion criteria for family …","C Castellano-Tejedor… - Clinical …, 2017",journals.sagepub.com,2017.0,,,,https://journals.sagepub.com/doi/abs/10.1177/0269215517709330,,,,,Likely (PDF found),,https://openaccess.uoc.edu/bitstream/10609/151918/1/Castellano-Tejedor%20%26%20Lusilla-Palacios%2C%202017.pdf,,,,,,,,10.1177/0269215517709330,False,
Google Scholar,DOI,10.1097/htr.0b013e3182068588,Interpersonal relationships and traumatic brain injury,"… The results showed that caregivers’ social support and family behavioral control were … life 
satisfaction for persons with injury. Similarly, caregivers’ life satisfaction and family behavioral …","AM Sander, MA Struchen - The Journal of Head Trauma …, 2011",journals.lww.com,2011.0,,,,https://journals.lww.com/headtraumarehab/fulltext/2011/01000/interpersonal_relationships_and_traumatic_brain.1.aspx,,,,,,,,,,,,47.0,,,10.1097/htr.0b013e3182068588,False,
Google Scholar,DOI,10.1080/026990596124692,"Relatives' perceptions of role change, social support and stress after traumatic brain injury","… of TBI, and their importance as stressors for relatives, the nature and extent of that burden … 
of role change experience, source, the utilization of and satisfaction with social support, and …","J Leathem, E Heath, C Woolley - Brain injury, 1996",Taylor & Francis,1996.0,,,,https://www.tandfonline.com/doi/abs/10.1080/026990596124692,,,,,,,,,,,,124.0,,,10.1080/026990596124692,False,
Google Scholar,DOI,10.1080/026990597122963,The long term effects of traumatic brain injury on the roles of caregivers,"… This study is significant because many caregivers and rehabilitation services do not currently 
recognize that the role changes caregivers experience are ongoing and long-term. The …","S Frosch, A Gruber, C Jones, S Myers, E Noel… - Brain Injury, 1997",Taylor & Francis,1997.0,,,,https://www.tandfonline.com/doi/abs/10.1080/026990597122963,,,,,,,,,,,,78.0,,,10.1080/026990597122963,False,
Google Scholar,DOI,10.1076/jcen.24.4.420.1040,Significant other burden and factors related to it in traumatic brain injury,"… SO experience and needs further investigation. The overall positive report of family members 
in … For example, some relatives who are positive about the experience at 6 months may feel …","J Machamer, N Temkin, S Dikmen - Journal of Clinical and …, 2002",Taylor & Francis,2002.0,,,,https://www.tandfonline.com/doi/abs/10.1076/jcen.24.4.420.1040,,,,,,,,,,,,123.0,,,10.1076/jcen.24.4.420.1040,False,
Google Scholar,DOI,10.1111/fare.12122,"Promoting resilience following traumatic brain injury: application of an interdisciplinary, evidence‐based model for intervention","… of neuropsychology and marriage and family therapy: (a) the … relational satisfaction in 
couples following a traumatic brain injury… Traumatic brain injury (TBI) has been identified by the …","EE Godwin, HR Lukow, S Lichiello - Family Relations, 2015",Wiley Online Library,2015.0,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/fare.12122,,,,,,,,,,,,56.0,,,10.1111/fare.12122,False,
Google Scholar,DOI,10.3109/02699059509008190,Developmental models of social cognition in assessing the role of family stress in relatives' predictions following traumatic brain injury,"… According to these authors how families experience problems may be more important 
than the actual functional deficits demonstrated by survivors. Evidence is accumulating that …","MC Mintz, KR Van Horn, MJ Levine - Brain Injury, 1995",Taylor & Francis,1995.0,,,,https://www.tandfonline.com/doi/abs/10.3109/02699059509008190,,,,,,,,,,,,45.0,,,10.3109/02699059509008190,False,
Google Scholar,DOI,10.1016/j.genhosppsych.2018.02.012,Resiliency is independently associated with greater quality of life among informal caregivers to neuroscience intensive care unit patients,"… between resiliency, distress, and caregiver QoL at time of Neuro-ICU admission. … Results 
highlight the importance of resiliency factors in QoL among Neuro-ICU caregivers and the need …","EL Zale, TJ Heinhuis, T Tehan, D Salgueiro… - General hospital …, 2018",Elsevier,2018.0,,,,https://www.sciencedirect.com/science/article/pii/S016383431730508X,,,,,,,,,,,,43.0,,,10.1016/j.genhosppsych.2018.02.012,False,
Google Scholar,DOI,10.3109/11038128.2011.611531,Brain injury rehabilitation: The lived experience of inpatients and their family caregivers,"… Sixteen of the participants with an ABI had sustained a traumatic brain injury with seven … 
However, all participants with traumatic brain injury could be classified as having sustained …","J Fleming, J Sampson, P Cornwell… - Scandinavian Journal …, 2012",Taylor & Francis,2012.0,,,,https://www.tandfonline.com/doi/abs/10.3109/11038128.2011.611531,,,,,,,,,,,,78.0,,,10.3109/11038128.2011.611531,False,
Google Scholar,DOI,10.1097/00001199-200010000-00005,Acute impact of severe traumatic brain injury on family structure and coping responses,"… of traumatic brain injury (TBI) on the survivor's family is well … direct effects on the individual's 
family and are frequently experienced in … , family financial drain, reduced satisfaction in family …","G Curtiss, S Klemz… - The Journal of Head …, 2000",journals.lww.com,2000.0,,,,https://journals.lww.com/headtraumarehab/fulltext/2000/10000/acute_impact_of_severe_traumatic_brain_injury_on.5.aspx,,,,,,,,,,,,106.0,,,10.1097/00001199-200010000-00005,False,
